Longitude,Latitude,datetime,UHI Index
-73.91348833,40.83082,24-07-2021 15:57,1.024639203
-73.91351667,40.83077833,24-07-2021 15:57,1.024639203
-73.91355,40.83073,24-07-2021 15:57,1.022475488
-73.91359833,40.83068,24-07-2021 15:57,1.022475488
-73.91380333,40.83036333,24-07-2021 15:57,1.020311773
-73.91383,40.83031,24-07-2021 15:57,1.020311773
-73.92854167,40.80894167,24-07-2021 15:12,1.04267016
-73.92848667,40.80900167,24-07-2021 15:12,1.04267016
-73.92836333,40.80914833,24-07-2021 15:12,1.036179016
-73.92830167,40.80923,24-07-2021 15:12,1.031851586
-73.92824,40.80931167,24-07-2021 15:12,1.031851586
-73.928175,40.809395,24-07-2021 15:12,1.029687871
-73.92805167,40.80956167,24-07-2021 15:12,1.029687871
-73.92799,40.80965,24-07-2021 15:12,1.023196726
-73.92792667,40.80973833,24-07-2021 15:12,1.023196726
-73.92785833,40.80984,24-07-2021 15:12,1.018869297
-73.92779,40.80993167,24-07-2021 15:12,1.018869297
-73.927665,40.81009,24-07-2021 15:12,1.021033011
-73.92724333,40.81074333,24-07-2021 15:13,1.025360441
-73.92722667,40.81076667,24-07-2021 15:13,1.025360441
-73.92719,40.81080833,24-07-2021 15:13,1.023196726
-73.92708833,40.81091667,24-07-2021 15:13,1.023196726
-73.92701833,40.810985,24-07-2021 15:13,1.023196726
-73.92694333,40.81104667,24-07-2021 15:13,1.023196726
-73.92659,40.81126833,24-07-2021 15:13,1.018989503
-73.92651667,40.81131667,24-07-2021 15:13,1.018989503
-73.92566667,40.8118,24-07-2021 15:13,1.018989503
-73.925565,40.81185167,24-07-2021 15:13,1.018989503
-73.92472167,40.81227833,24-07-2021 15:14,1.018989503
-73.92449667,40.81239667,24-07-2021 15:14,1.018989503
-73.92438333,40.81245833,24-07-2021 15:14,1.018989503
-73.924275,40.81252,24-07-2021 15:14,1.021153218
-73.92417,40.81257667,24-07-2021 15:14,1.021153218
-73.92406167,40.81263167,24-07-2021 15:14,1.018989503
-73.923955,40.81268667,24-07-2021 15:14,1.018989503
-73.92385167,40.81274,24-07-2021 15:14,1.018989503
-73.92376333,40.81277,24-07-2021 15:14,1.018989503
-73.921955,40.81371667,24-07-2021 15:15,1.019109709
-73.92186333,40.813765,24-07-2021 15:15,1.019109709
-73.921775,40.81381167,24-07-2021 15:15,1.019109709
-73.92168667,40.81385667,24-07-2021 15:15,1.021273424
-73.92159833,40.81390167,24-07-2021 15:15,1.021273424
-73.92151167,40.813945,24-07-2021 15:15,1.019109709
-73.921425,40.813985,24-07-2021 15:15,1.019109709
-73.92115167,40.81411,24-07-2021 15:15,1.021273424
-73.92106,40.81415833,24-07-2021 15:15,1.021273424
-73.92097,40.81421333,24-07-2021 15:15,1.019109709
-73.92088,40.814265,24-07-2021 15:15,1.019109709
-73.92070833,40.81436,24-07-2021 15:15,1.021273424
-73.92062833,40.814405,24-07-2021 15:15,1.021273424
-73.92055167,40.81444333,24-07-2021 15:15,1.021273424
-73.920485,40.81447667,24-07-2021 15:15,1.021273424
-73.92026167,40.81458,24-07-2021 15:15,1.019109709
-73.92016167,40.814625,24-07-2021 15:15,1.019109709
-73.92006,40.814675,24-07-2021 15:15,1.019109709
-73.91996,40.81472667,24-07-2021 15:15,1.019109709
-73.91955167,40.81494167,24-07-2021 15:16,1.019109709
-73.91949833,40.81497,24-07-2021 15:16,1.019109709
-73.91945833,40.81499,24-07-2021 15:16,1.019109709
-73.91942333,40.81500833,24-07-2021 15:16,1.019109709
-73.91930667,40.81507,24-07-2021 15:16,1.032212205
-73.91927167,40.81509,24-07-2021 15:16,1.032212205
-73.91919667,40.81512667,24-07-2021 15:16,1.03004849
-73.91915667,40.81514,24-07-2021 15:16,1.03004849
-73.91911333,40.81515167,24-07-2021 15:16,1.027884775
-73.91906333,40.81517333,24-07-2021 15:16,1.027884775
-73.91900833,40.81520167,24-07-2021 15:16,1.02572106
-73.91888667,40.81525333,24-07-2021 15:16,1.02572106
-73.918825,40.81528333,24-07-2021 15:16,1.02572106
-73.91875667,40.815315,24-07-2021 15:17,1.02572106
-73.91869333,40.81535,24-07-2021 15:17,1.02572106
-73.91863167,40.81538167,24-07-2021 15:17,1.023557345
-73.91856833,40.81542833,24-07-2021 15:17,1.023557345
-73.9185,40.81547167,24-07-2021 15:17,1.02572106
-73.91843667,40.81550333,24-07-2021 15:17,1.02572106
-73.91837333,40.81554167,24-07-2021 15:17,1.023557345
-73.91832333,40.81557833,24-07-2021 15:17,1.023557345
-73.91829333,40.81559833,24-07-2021 15:17,1.023557345
-73.91801167,40.815775,24-07-2021 15:19,1.036780047
-73.91796,40.81580833,24-07-2021 15:19,1.036780047
-73.91790167,40.81584167,24-07-2021 15:19,1.032452618
-73.917775,40.81591333,24-07-2021 15:19,1.032452618
-73.91772,40.81594167,24-07-2021 15:19,1.032452618
-73.91768,40.815965,24-07-2021 15:19,1.032452618
-73.917645,40.815985,24-07-2021 15:19,1.032452618
-73.91760667,40.81600833,24-07-2021 15:19,1.032452618
-73.91752167,40.81605833,24-07-2021 15:19,1.030288903
-73.917475,40.816085,24-07-2021 15:19,1.032452618
-73.91743333,40.81610667,24-07-2021 15:19,1.032452618
-73.91740333,40.816125,24-07-2021 15:19,1.032452618
-73.91737833,40.81614,24-07-2021 15:19,1.032452618
-73.91735333,40.81615667,24-07-2021 15:19,1.034616333
-73.91732167,40.81617333,24-07-2021 15:19,1.034616333
-73.91728,40.81619667,24-07-2021 15:19,1.034616333
-73.91722833,40.81622667,24-07-2021 15:19,1.034616333
-73.91716833,40.81626167,24-07-2021 15:19,1.032452618
-73.9171,40.81629667,24-07-2021 15:19,1.032452618
-73.91703167,40.81633667,24-07-2021 15:19,1.032452618
-73.91696333,40.81637667,24-07-2021 15:19,1.032452618
-73.916895,40.81640667,24-07-2021 15:19,1.036780047
-73.916765,40.81649833,24-07-2021 15:19,1.036780047
-73.91670667,40.81654333,24-07-2021 15:19,1.034616333
-73.91665,40.816585,24-07-2021 15:20,1.034616333
-73.9166,40.816625,24-07-2021 15:20,1.036780047
-73.9166,40.816625,24-07-2021 15:20,1.036780047
-73.91649167,40.81672,24-07-2021 15:20,1.034616333
-73.91646333,40.81674167,24-07-2021 15:20,1.034616333
-73.91644,40.81676167,24-07-2021 15:20,1.034616333
-73.91641667,40.81678333,24-07-2021 15:20,1.030288903
-73.91639167,40.81680667,24-07-2021 15:20,1.030288903
-73.916365,40.81682833,24-07-2021 15:20,1.030288903
-73.91634333,40.81685,24-07-2021 15:20,1.030288903
-73.91631667,40.816875,24-07-2021 15:20,1.032452618
-73.91628333,40.81690833,24-07-2021 15:20,1.032452618
-73.916235,40.81694833,24-07-2021 15:20,1.030288903
-73.91617667,40.81699333,24-07-2021 15:20,1.030288903
-73.916115,40.81704167,24-07-2021 15:20,1.032452618
-73.91605833,40.817085,24-07-2021 15:20,1.032452618
-73.916005,40.81712167,24-07-2021 15:20,1.032572824
-73.91591667,40.817195,24-07-2021 15:20,1.032572824
-73.91588,40.81723,24-07-2021 15:20,1.032572824
-73.91585167,40.81726667,24-07-2021 15:20,1.032572824
-73.91579833,40.81732667,24-07-2021 15:20,1.030409109
-73.91573,40.81742833,24-07-2021 15:21,1.039063969
-73.91569,40.81748667,24-07-2021 15:21,1.039063969
-73.915645,40.81753167,24-07-2021 15:21,1.032572824
-73.9156,40.81756833,24-07-2021 15:21,1.032572824
-73.915465,40.81765667,24-07-2021 15:21,1.036900254
-73.91539833,40.817695,24-07-2021 15:21,1.036900254
-73.91529,40.81778,24-07-2021 15:21,1.032572824
-73.91523833,40.81782,24-07-2021 15:21,1.034736539
-73.915195,40.81785667,24-07-2021 15:21,1.034736539
-73.91515167,40.81788833,24-07-2021 15:21,1.041227684
-73.91511,40.81792167,24-07-2021 15:21,1.041227684
-73.915055,40.817965,24-07-2021 15:21,1.036900254
-73.91500167,40.81801667,24-07-2021 15:21,1.036900254
-73.91495333,40.818065,24-07-2021 15:21,1.034736539
-73.91491,40.818105,24-07-2021 15:21,1.034856745
-73.91486667,40.818125,24-07-2021 15:21,1.03702046
-73.91469833,40.81827167,24-07-2021 15:21,1.04567532
-73.91464667,40.81832,24-07-2021 15:21,1.04567532
-73.91459667,40.81836333,24-07-2021 15:21,1.04567532
-73.91447167,40.81844833,24-07-2021 15:22,1.026201886
-73.91443167,40.81848333,24-07-2021 15:22,1.026201886
-73.91439167,40.81852333,24-07-2021 15:22,1.024038171
-73.91435,40.81856167,24-07-2021 15:22,1.024038171
-73.91431167,40.81859667,24-07-2021 15:22,1.021874456
-73.91427833,40.81862667,24-07-2021 15:22,1.021874456
-73.91425167,40.81865833,24-07-2021 15:22,1.019710741
-73.914215,40.818695,24-07-2021 15:22,1.019710741
-73.91416667,40.818745,24-07-2021 15:22,1.019710741
-73.914115,40.81880333,24-07-2021 15:22,1.019710741
-73.913395,40.81960833,24-07-2021 15:22,1.019710741
-73.91333167,40.81968667,24-07-2021 15:22,1.019710741
-73.91327,40.81976667,24-07-2021 15:22,1.019710741
-73.91320833,40.81984667,24-07-2021 15:22,1.019710741
-73.91314833,40.81992833,24-07-2021 15:22,1.021874456
-73.91308667,40.82001,24-07-2021 15:22,1.021874456
-73.91303333,40.82009,24-07-2021 15:22,1.026322092
-73.91298167,40.82017167,24-07-2021 15:22,1.026322092
-73.912935,40.82025333,24-07-2021 15:22,1.021994662
-73.91283333,40.82041667,24-07-2021 15:22,1.021994662
-73.91277833,40.8205,24-07-2021 15:23,1.026322092
-73.91272667,40.820585,24-07-2021 15:23,1.026322092
-73.912615,40.82074833,24-07-2021 15:23,1.021994662
-73.91255833,40.82083,24-07-2021 15:23,1.024158377
-73.91249833,40.82091333,24-07-2021 15:23,1.024158377
-73.91244333,40.820995,24-07-2021 15:23,1.026322092
-73.91239,40.821075,24-07-2021 15:23,1.026322092
-73.91234167,40.82115167,24-07-2021 15:23,1.024158377
-73.91229333,40.82122833,24-07-2021 15:23,1.024158377
-73.91224167,40.82131,24-07-2021 15:23,1.026322092
-73.91218833,40.82139,24-07-2021 15:23,1.026322092
-73.91213167,40.82146833,24-07-2021 15:23,1.024158377
-73.91207833,40.82154667,24-07-2021 15:23,1.024158377
-73.91203,40.82161833,24-07-2021 15:23,1.021994662
-73.91199167,40.821675,24-07-2021 15:23,1.021994662
-73.91196,40.82172,24-07-2021 15:23,1.024158377
-73.91193333,40.82175667,24-07-2021 15:23,1.024158377
-73.911925,40.82177833,24-07-2021 15:23,1.026322092
-73.911795,40.82189333,24-07-2021 15:23,1.026322092
-73.91178833,40.82189667,24-07-2021 15:23,1.041468096
-73.911665,40.82198,24-07-2021 15:24,1.037140667
-73.91158833,40.82201667,24-07-2021 15:24,1.037140667
-73.91151333,40.822045,24-07-2021 15:24,1.034976952
-73.91143667,40.82207,24-07-2021 15:24,1.034976952
-73.91136833,40.82209,24-07-2021 15:24,1.034976952
-73.91131,40.82210167,24-07-2021 15:24,1.034976952
-73.911225,40.82212,24-07-2021 15:24,1.032813237
-73.91118833,40.82212667,24-07-2021 15:24,1.037140667
-73.91115167,40.82213833,24-07-2021 15:24,1.037140667
-73.91111167,40.82214833,24-07-2021 15:24,1.037140667
-73.91106167,40.82216,24-07-2021 15:24,1.037140667
-73.91100167,40.82217167,24-07-2021 15:24,1.034976952
-73.91092667,40.82219,24-07-2021 15:24,1.035097158
-73.903815,40.82817,24-07-2021 15:26,1.02007136
-73.903765,40.82821333,24-07-2021 15:26,1.02007136
-73.90371,40.82826167,24-07-2021 15:26,1.02007136
-73.89769167,40.84403833,24-07-2021 15:38,1.023437139
-73.897605,40.84388667,24-07-2021 15:38,1.023437139
-73.89768333,40.84377667,24-07-2021 15:38,1.021273424
-73.897715,40.84368667,24-07-2021 15:38,1.021273424
-73.89777,40.84359167,24-07-2021 15:38,1.021273424
-73.89783,40.843495,24-07-2021 15:38,1.021273424
-73.898685,40.84178167,24-07-2021 15:39,1.021273424
-73.89870833,40.841735,24-07-2021 15:39,1.021273424
-73.89876,40.84166333,24-07-2021 15:39,1.019109709
-73.89878167,40.84163167,24-07-2021 15:39,1.023437139
-73.898825,40.84156,24-07-2021 15:39,1.021273424
-73.89884667,40.84151833,24-07-2021 15:39,1.021273424
-73.89887667,40.841475,24-07-2021 15:39,1.021273424
-73.89890667,40.84142667,24-07-2021 15:39,1.021273424
-73.89894333,40.84136833,24-07-2021 15:39,1.025600854
-73.89898667,40.841305,24-07-2021 15:39,1.025600854
-73.89903167,40.84124,24-07-2021 15:39,1.027764569
-73.89908,40.84117667,24-07-2021 15:39,1.027764569
-73.89912667,40.84111667,24-07-2021 15:39,1.027764569
-73.89917,40.84107,24-07-2021 15:39,1.027764569
-73.89925167,40.84102667,24-07-2021 15:39,1.027764569
-73.89929833,40.84102333,24-07-2021 15:39,1.027764569
-73.89936,40.84104667,24-07-2021 15:39,1.025600854
-73.89944,40.84107167,24-07-2021 15:39,1.025600854
-73.89953833,40.8411,24-07-2021 15:39,1.023437139
-73.89788333,40.8329,24-07-2021 15:45,1.024038171
-73.89792833,40.83287667,24-07-2021 15:45,1.021874456
-73.89798167,40.832845,24-07-2021 15:45,1.021874456
-73.89804333,40.83280667,24-07-2021 15:45,1.021874456
-73.89810667,40.83276167,24-07-2021 15:45,1.021874456
-73.89817333,40.83271167,24-07-2021 15:45,1.021874456
-73.89824,40.83266,24-07-2021 15:45,1.021874456
-73.89831167,40.83261,24-07-2021 15:45,1.021874456
-73.89838167,40.83255833,24-07-2021 15:45,1.021874456
-73.89845167,40.83250667,24-07-2021 15:45,1.019710741
-73.898525,40.83245333,24-07-2021 15:45,1.019710741
-73.89860333,40.83239667,24-07-2021 15:45,1.019710741
-73.89868,40.83233667,24-07-2021 15:45,1.019710741
-73.90603,40.83285333,24-07-2021 15:50,1.026682711
-73.90605833,40.832795,24-07-2021 15:50,1.022355282
-73.90609333,40.83273667,24-07-2021 15:50,1.022355282
-73.908105,40.82928833,24-07-2021 15:52,1.020311773
-73.908125,40.82925333,24-07-2021 15:52,1.020311773
-73.90829667,40.82889833,24-07-2021 15:52,1.022475488
-73.908305,40.82887833,24-07-2021 15:52,1.022475488
-73.90831667,40.828855,24-07-2021 15:52,1.022475488
-73.908345,40.82879667,24-07-2021 15:52,1.022475488
-73.908365,40.82876833,24-07-2021 15:52,1.028966633
-73.90838667,40.82874,24-07-2021 15:52,1.028966633
-73.90841167,40.82871167,24-07-2021 15:52,1.028966633
-73.90843,40.82867833,24-07-2021 15:52,1.028966633
-73.908485,40.82856667,24-07-2021 15:52,1.026802918
-73.908505,40.82853667,24-07-2021 15:52,1.026802918
-73.90856833,40.82845333,24-07-2021 15:52,1.026802918
-73.90858833,40.82843333,24-07-2021 15:52,1.026802918
-73.90860333,40.82841,24-07-2021 15:52,1.026802918
-73.908615,40.82838667,24-07-2021 15:52,1.026802918
-73.90863,40.82836833,24-07-2021 15:52,1.028966633
-73.908675,40.82826167,24-07-2021 15:52,1.022475488
-73.90973667,40.82435833,24-07-2021 15:54,1.029207045
-73.909655,40.82433,24-07-2021 15:54,1.03137076
-73.90952667,40.82428,24-07-2021 15:54,1.027043331
-73.90948333,40.824265,24-07-2021 15:54,1.027043331
-73.90931,40.82416667,24-07-2021 15:55,1.024879616
-73.90926667,40.82414833,24-07-2021 15:55,1.024879616
-73.90921167,40.82412667,24-07-2021 15:55,1.024879616
-73.90915167,40.824105,24-07-2021 15:55,1.024879616
-73.909085,40.824085,24-07-2021 15:55,1.024879616
-73.90902167,40.824065,24-07-2021 15:55,1.024879616
-73.91214833,40.81985167,24-07-2021 15:57,1.022956314
-73.91215,40.81981333,24-07-2021 15:57,1.022956314
-73.91213833,40.81977833,24-07-2021 15:57,1.020792599
-73.9121,40.81975,24-07-2021 15:57,1.020792599
-73.897175,40.81670667,24-07-2021 15:13,1.020191567
-73.89720833,40.81673833,24-07-2021 15:13,1.020191567
-73.89315833,40.81921833,24-07-2021 15:18,1.022836107
-73.893125,40.81925,24-07-2021 15:18,1.022836107
-73.89172167,40.82345167,24-07-2021 15:21,1.02307652
-73.89172167,40.823495,24-07-2021 15:21,1.02307652
-73.89172333,40.82354167,24-07-2021 15:21,1.020912805
-73.891725,40.82359167,24-07-2021 15:21,1.020912805
-73.89172833,40.82364,24-07-2021 15:21,1.02740395
-73.89173,40.82368333,24-07-2021 15:21,1.02740395
